total_latency_ms,cache_hit_rate,cache_miss_rate,expert_loads,cache_misses,memory_usage_mb,l1_hit_rate,l2_hit_rate,l3_hit_rate,strategy,strategy_name,batch_size,run,sequence_length,complexity_score,timestamp
1371.3245620661564,0.9616276232308443,0.03837237676915568,621,621,1282.5,0.9158735968765251,0.04575402635431918,0.0,C,Multi-Look,1,9,2048,8.5,2025-07-21T21:44:36.661454
1374.4897158173635,0.9612615910200097,0.03873840897999024,627,627,1225.5,0.9130673499267935,0.048194241093216204,0.0,C,Multi-Look,2,0,2048,8.5,2025-07-21T21:44:37.889766
1308.796440656059,0.9655319668130795,0.034468033186920446,557,557,1225.5,0.9150195217179111,0.050512445095168376,0.0,C,Multi-Look,2,1,2048,8.5,2025-07-21T21:44:39.039211
1351.2157500344122,0.9627867252318204,0.0372132747681796,602,602,1225.5,0.9134333821376281,0.04935334309419229,0.0,C,Multi-Look,2,2,2048,8.5,2025-07-21T21:44:40.210672
1312.0483220848994,0.9655929721815519,0.034407027818448024,556,556,1254.0,0.9175207418252807,0.04807223035627135,0.0,C,Multi-Look,2,3,2048,8.5,2025-07-21T21:44:41.452151
1326.0681839653696,0.9644948755490483,0.035505124450951685,574,574,1311.0,0.9138604197169351,0.05063445583211323,0.0,C,Multi-Look,2,4,2048,8.5,2025-07-21T21:44:42.616210
1335.6981153133888,0.9638848218643241,0.03611517813567594,584,584,1225.5,0.9116032210834554,0.052281600780868714,0.0,C,Multi-Look,2,5,2048,8.5,2025-07-21T21:44:43.778458
1288.7539192446682,0.9671181063933626,0.03288189360663738,531,531,1197.0,0.916727672035139,0.050390434358223525,0.0,C,Multi-Look,2,6,2048,8.5,2025-07-21T21:44:44.943879
1320.8149795513104,0.9650439238653001,0.03495607613469985,565,565,1168.5,0.9146534895070766,0.050390434358223525,0.0,C,Multi-Look,2,7,2048,8.5,2025-07-21T21:44:46.091033
1310.26997528246,0.9656539775500244,0.034346022449975595,555,555,1254.0,0.9156295754026355,0.04990239141044412,0.00012201073694485115,C,Multi-Look,2,8,2048,8.5,2025-07-21T21:44:47.296827
1343.0924691878338,0.9633967789165446,0.036603221083455345,592,592,1254.0,0.9139214250854075,0.04947535383113714,0.0,C,Multi-Look,2,9,2048,8.5,2025-07-21T21:44:48.477831
1300.1746141470987,0.9663860419716935,0.03361395802830649,543,543,1339.5,0.9171547096144461,0.049231332357247436,0.0,C,Multi-Look,4,0,2048,8.5,2025-07-21T21:44:49.684960
1293.677500657809,0.9668740849194729,0.033125915080527084,535,535,1311.0,0.9124572962420693,0.05441678867740361,0.0,C,Multi-Look,4,1,2048,8.5,2025-07-21T21:44:50.868384
1287.390293540747,0.9672401171303074,0.03275988286969253,529,529,1311.0,0.9163006344558321,0.05093948267447535,0.0,C,Multi-Look,4,2,2048,8.5,2025-07-21T21:44:52.007043
1271.4222792407797,0.9682162030258663,0.03178379697413372,513,513,1339.5,0.9146534895070766,0.053562713518789655,0.0,C,Multi-Look,4,3,2048,8.5,2025-07-21T21:44:53.153943
1286.7476970158402,0.9673621278672523,0.03263787213274768,527,527,1311.0,0.9124572962420693,0.05490483162518302,0.0,C,Multi-Look,4,4,2048,8.5,2025-07-21T21:44:54.306466
1243.506917030281,0.9702293801854563,0.02977061981454368,480,480,1282.5,0.9157515861395803,0.054477794045876035,0.0,C,Multi-Look,4,5,2048,8.5,2025-07-21T21:44:55.468233
1299.535005508862,0.9663860419716935,0.03361395802830649,543,543,1368.0,0.9120912640312347,0.05429477794045876,0.0,C,Multi-Look,4,6,2048,8.5,2025-07-21T21:44:56.615587
1287.7240005170588,0.9671181063933626,0.03288189360663738,531,531,1339.5,0.9133723767691557,0.05374572962420693,0.0,C,Multi-Look,4,7,2048,8.5,2025-07-21T21:44:57.812574
1301.7078345035757,0.9663250366032211,0.03367496339677892,544,544,1339.5,0.9160566129819424,0.050268423621278674,0.0,C,Multi-Look,4,8,2048,8.5,2025-07-21T21:44:59.201080
